,file,sent_i,sent,ne_info,amr_graph,amr_head_name,amr_tail_name,amr_role,umr_head_name,umr_tail_name,umr_role,amr_head_id,umr_head_id,amr_tail_id,umr_tail_id,y_guess,y_guess_dist,y_pred
10,1,9,"On their saying, ""Father, what kind of bird is it?""  he replied, ""To my certain knowledge he is a Daw; but he would like you to think an Eagle.""","[{'MISC': 'Da'}, {'MISC': 'Eagle'}, {'B_animal': 'bird'}, {'B_animal': 'Da'}, {'B_animal': 'Eagle'}, {'PER': 'he'}, {'PER': 'he'}, {'PER': 'he'}, {'PER': 'you'}]",DiGraph with 24 nodes and 23 edges,bird,kind,:mod,bird,kind,:mod,b_4,b_4,k_5,k_5,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
11,1,9,"On their saying, ""Father, what kind of bird is it?""  he replied, ""To my certain knowledge he is a Daw; but he would like you to think an Eagle.""","[{'MISC': 'Da'}, {'MISC': 'Eagle'}, {'B_animal': 'bird'}, {'B_animal': 'Da'}, {'B_animal': 'Eagle'}, {'PER': 'he'}, {'PER': 'he'}, {'PER': 'he'}, {'PER': 'you'}]",DiGraph with 24 nodes and 23 edges,kind,amr-unknown,:mod,kind,amr-unknown,:mod,k_5,k_5,a_6,a_6,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
12,1,12,"The sons, after his death, took their spades and mattocks and carefully dug over every portion of their land.",[{'B_human': 'sons'}],DiGraph with 18 nodes and 17 edges,portion,every,:mod,portion,every,:mod,p_12,p_12,e_15,e_15,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
13,1,13,"They found no treasure, but the vines repaid their labor by an extraordinary and superabundant crop.",[{'PER': 'They'}],DiGraph with 14 nodes and 13 edges,treasure,any,:mod,treasure,any,:mod,t2_4,t2_4,a_5,a_5,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
14,1,13,"They found no treasure, but the vines repaid their labor by an extraordinary and superabundant crop.",[{'PER': 'They'}],DiGraph with 14 nodes and 13 edges,crop,extraordinary,:mod,crop,extraordinary,:mod,c2_11,c2_11,e_12,e_12,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
15,1,13,"They found no treasure, but the vines repaid their labor by an extraordinary and superabundant crop.",[{'PER': 'They'}],DiGraph with 14 nodes and 13 edges,crop,superabundant,:mod,crop,superabundant,:mod,c2_11,c2_11,s_13,s_13,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
16,1,16,"She said, ""All things are prospering with me, and I have only one wish, that there may be a heavy fall of rain, in order that the plants may be well watered.""","[{'PER': 'She'}, {'PER': 'me'}, {'PER': 'I'}]",DiGraph with 18 nodes and 17 edges,thing,all,:mod,thing,all,:mod,t_4,t_4,a2_5,a2_5,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
17,1,16,"She said, ""All things are prospering with me, and I have only one wish, that there may be a heavy fall of rain, in order that the plants may be well watered.""","[{'PER': 'She'}, {'PER': 'me'}, {'PER': 'I'}]",DiGraph with 18 nodes and 17 edges,wish-01,only,:mod,wish-01,only,:mod,w_7,w_7,o_17,o_17,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
18,1,16,"She said, ""All things are prospering with me, and I have only one wish, that there may be a heavy fall of rain, in order that the plants may be well watered.""","[{'PER': 'She'}, {'PER': 'me'}, {'PER': 'I'}]",DiGraph with 18 nodes and 17 edges,rain-01,heavy,:mod,rain-01,heavy,:mod,r_11,r_11,h2_12,h2_12,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
19,1,17,"Not long after, he went to the daughter who had married the tilemaker, and likewise inquired of her how she fared; she replied, ""I want for nothing, and have only one wish, that the dry weather may continue, and the sun shine hot and bright, so that the bricks might be dried.""","[{'B_human': 'daughter'}, {'PER': 'he'}, {'PER': 'her'}, {'PER': 'she'}, {'PER': 'she'}, {'PER': 'I'}]",DiGraph with 43 nodes and 42 edges,inquire-01,likewise,:mod,inquire-01,likewise,:mod,i2_15,i2_15,l2_21,l2_21,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
20,1,17,"Not long after, he went to the daughter who had married the tilemaker, and likewise inquired of her how she fared; she replied, ""I want for nothing, and have only one wish, that the dry weather may continue, and the sun shine hot and bright, so that the bricks might be dried.""","[{'B_human': 'daughter'}, {'PER': 'he'}, {'PER': 'her'}, {'PER': 'she'}, {'PER': 'she'}, {'PER': 'I'}]",DiGraph with 43 nodes and 42 edges,wish-01,only,:mod,wish-01,only,:mod,w2_27,w2_27,o_42,o_42,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
21,1,19,A Fox once saw a Crow fly off with a piece of cheese in its beak and settle on a branch of a tree.,"[{'MISC': 'Fox'}, {'MISC': 'Crow'}, {'B_animal': 'Fox'}]",DiGraph with 17 nodes and 16 edges,fly-01,off,:mod,fly-01,off,:mod,f2_3,f2_3,o2_5,o2_5,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
22,1,26,"""That was all I wanted.",[{'PER': 'I'}],DiGraph with 4 nodes and 3 edges,want-01,all,:mod,want-01,all,:mod,w_0,w_0,a_3,a_3,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
23,1,28,By an unlucky chance a Fox fell into a deep well from which he could not get out.,"[{'PER': 'Fox'}, {'B_animal': 'Fox'}, {'PER': 'he'}]",DiGraph with 13 nodes and 12 edges,chance-02,lucky,:mod,chance-02,lucky,:mod,c_5,c_5,l_6,l_6,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
24,1,30,"""Oh, have you not heard?"" said the Fox; ""there is going to be a great drought, so I jumped down here in order to be sure to have water by me.","[{'MISC': 'Fox'}, {'PER': 'you'}, {'PER': 'I'}, {'PER': 'me'}]",DiGraph with 22 nodes and 21 edges,hear-01,oh,:mod,hear-01,oh,:mod,h_2,h_2,o_20,o_20,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
25,1,31,"Why don't you come down too?""",[{'PER': 'you'}],DiGraph with 6 nodes and 5 edges,come-01 :polarity -,too,:mod,come-01 :polarity -,too,:mod,c_0,c_0,t_3,t_3,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
26,1,32,"The Goat thought well of this advice, and jumped down into the well.","[{'MISC': 'Goa'}, {'B_animal': 'Goa'}]",DiGraph with 11 nodes and 10 edges,thing,this,:mod,thing,this,:mod,t2_4,t2_4,t3_6,t3_6,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
27,1,34,"""Good-bye, friend,"" said the Fox, ""remember next time, ""Never trust the advice of a man in difficulties.""","[{'MISC': 'Fox'}, {'B_human': 'friend'}, {'B_animal': 'Fox'}, {'B_human': 'man'}]",DiGraph with 17 nodes and 16 edges,time,next,:mod,time,next,:mod,t_14,t_14,n_15,n_15,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
28,1,35,"A wolf pursued a Lamb, which fled for refuge to a certain Temple.","[{'MISC': 'Lamb'}, {'ORG': 'Temple'}, {'B_animal': 'wolf'}, {'B_animal': 'Lamb'}]",DiGraph with 7 nodes and 6 edges,temple,certain,:mod,temple,certain,:mod,t_4,t_4,c_5,c_5,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
29,1,36,"The Wolf called out to him and said, ""The Priest will slay you in sacrifice, if he should catch you.""","[{'MISC': 'Wolf'}, {'PER': 'him'}, {'PER': 'you'}, {'PER': 'he'}, {'PER': 'you'}]",DiGraph with 12 nodes and 11 edges,slay-01,catch-01,:condition,slay-01,catch-01,:condition,s_2,s_2,c2_5,c2_5,[':condition'],[1.0],"[':condition', ':condition', ':condition', ':condition', ':condition']"
30,1,40,"He found a serpent in the upper branches of the tree, and again being greatly alarmed, he threw himself into the river, where a crocodile caught him and ate him.","[{'B_animal': 'serpent'}, {'B_animal': 'c'}, {'PER': 'He'}, {'PER': 'he'}, {'PER': 'him'}, {'PER': 'him'}]",DiGraph with 23 nodes and 22 edges,branch,upper,:mod,branch,upper,:mod,b_4,b_4,u_6,u_6,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
31,1,40,"He found a serpent in the upper branches of the tree, and again being greatly alarmed, he threw himself into the river, where a crocodile caught him and ate him.","[{'B_animal': 'serpent'}, {'B_animal': 'c'}, {'PER': 'He'}, {'PER': 'he'}, {'PER': 'him'}, {'PER': 'him'}]",DiGraph with 23 nodes and 22 edges,alarm-01,again,:mod,alarm-01,again,:mod,a2_19,a2_19,a4_22,a4_22,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
32,1,42,"A wizard, sitting in the marketplace, was telling the fortunes of the passers-by when a person ran up in great haste, and announced to him that the doors of his house had been broken open and that all his goods were being stolen.","[{'B_human': 'wizard'}, {'B_human': 'pass'}, {'B_human': 'person'}, {'PER': 'him'}]",DiGraph with 25 nodes and 24 edges,fortune,person,:mod,fortune,person,:mod,f_4,f_4,p_5,p_5,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
33,1,42,"A wizard, sitting in the marketplace, was telling the fortunes of the passers-by when a person ran up in great haste, and announced to him that the doors of his house had been broken open and that all his goods were being stolen.","[{'B_human': 'wizard'}, {'B_human': 'pass'}, {'B_human': 'person'}, {'PER': 'him'}]",DiGraph with 25 nodes and 24 edges,good,all,:mod,good,all,:mod,g2_19,g2_19,a3_21,a3_21,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
34,1,44,"A neighbor saw him running and said, ""Oh! you fellow there! you say you can foretell the fortunes of others; how is it you did not foresee your own?'","[{'B_human': 'neighbor'}, {'B_human': 'fellow'}, {'PER': 'him'}, {'PER': 'you'}, {'PER': 'you'}, {'PER': 'you'}, {'PER': 'you'}]",DiGraph with 24 nodes and 23 edges,he,fellow,:mod,he,fellow,:mod,h_4,h_4,f3_5,f3_5,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
35,1,44,"A neighbor saw him running and said, ""Oh! you fellow there! you say you can foretell the fortunes of others; how is it you did not foresee your own?'","[{'B_human': 'neighbor'}, {'B_human': 'fellow'}, {'PER': 'him'}, {'PER': 'you'}, {'PER': 'you'}, {'PER': 'you'}, {'PER': 'you'}]",DiGraph with 24 nodes and 23 edges,contrast-01,oh,:mod,contrast-01,oh,:mod,c_8,c_8,o2_21,o2_21,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
36,1,47,"A violent storm arose, and with the vessel in great danger of sinking, the one in the stern inquired of the pilot which of the two ends of the ship would go down first.",[{'B_human': 'pilot'}],DiGraph with 24 nodes and 23 edges,storm,violent,:mod,storm,violent,:mod,s_2,s_2,v_3,v_3,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
37,1,48,"On his replying that he supposed it would be the prow, the Man said, ""Death would not be grievous to me, if I could only see my Enemy die before me.""","[{'PER': 'he'}, {'PER': 'me'}, {'PER': 'I'}, {'PER': 'me'}]",DiGraph with 25 nodes and 24 edges,grieve-01,possible-01,:condition,grieve-01,possible-01,:condition,g_8,g_8,p3_13,p3_13,[':condition'],[1.0],"[':condition', ':condition', ':condition', ':condition', ':condition']"
38,1,48,"On his replying that he supposed it would be the prow, the Man said, ""Death would not be grievous to me, if I could only see my Enemy die before me.""","[{'PER': 'he'}, {'PER': 'me'}, {'PER': 'I'}, {'PER': 'me'}]",DiGraph with 25 nodes and 24 edges,possible-01,only,:mod,possible-01,only,:mod,p3_13,p3_13,o_24,o_24,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
39,2,0,"<i><b>Nepenthes alata</b></i> (/nᵻˈpɛnθiːz əˈlɑːtə/; Latin: alatus ""winged"") is a tropical pitcher plant endemic to the Philippines.","[{'MISC': 'N'}, {'MISC': 'enthes'}, {'MISC': 'Latin'}, {'LOC': 'Philippines'}]",DiGraph with 13 nodes and 12 edges,plant,pitcher,:mod,plant,pitcher,:mod,p_6,p_6,p2_7,p2_7,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
40,2,0,"<i><b>Nepenthes alata</b></i> (/nᵻˈpɛnθiːz əˈlɑːtə/; Latin: alatus ""winged"") is a tropical pitcher plant endemic to the Philippines.","[{'MISC': 'N'}, {'MISC': 'enthes'}, {'MISC': 'Latin'}, {'LOC': 'Philippines'}]",DiGraph with 13 nodes and 12 edges,plant,tropic,:mod,plant,tropic,:mod,p_6,p_6,t_8,t_8,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
41,2,0,"<i><b>Nepenthes alata</b></i> (/nᵻˈpɛnθiːz əˈlɑːtə/; Latin: alatus ""winged"") is a tropical pitcher plant endemic to the Philippines.","[{'MISC': 'N'}, {'MISC': 'enthes'}, {'MISC': 'Latin'}, {'LOC': 'Philippines'}]",DiGraph with 13 nodes and 12 edges,plant,endemic,:mod,plant,endemic,:mod,p_6,p_6,e_9,e_9,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
42,2,5,It lies in the valley of a minor right tributary of the Pesnica River.,"[{'LOC': 'P'}, {'LOC': 'esnica River'}]",DiGraph with 11 nodes and 10 edges,valley,tributary,:mod,valley,tributary,:mod,v_2,v_2,t_3,t_3,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
43,2,5,It lies in the valley of a minor right tributary of the Pesnica River.,"[{'LOC': 'P'}, {'LOC': 'esnica River'}]",DiGraph with 11 nodes and 10 edges,tributary,river,:mod,tributary,river,:mod,t_3,t_3,r2_6,r2_6,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
44,2,6,"<b>Borki</b> [ˈbɔrki] is a settlement in the administrative district of Gmina Ładzice, within Radomsko County, Łódź Voivodeship, in central Poland.","[{'LOC': 'Bo'}, {'LOC': 'Ładzice'}, {'LOC': 'Radomsko County'}, {'LOC': 'Łódź Voivodeship'}, {'LOC': 'Poland'}]",DiGraph with 27 nodes and 26 edges,district,administrate-01,:mod,district,administrate-01,:mod,d_1,d_1,a_2,a_2,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':other-role', ':mod']"
45,2,6,"<b>Borki</b> [ˈbɔrki] is a settlement in the administrative district of Gmina Ładzice, within Radomsko County, Łódź Voivodeship, in central Poland.","[{'LOC': 'Bo'}, {'LOC': 'Ładzice'}, {'LOC': 'Radomsko County'}, {'LOC': 'Łódź Voivodeship'}, {'LOC': 'Poland'}]",DiGraph with 27 nodes and 26 edges,district,local-region,:mod,district,local-region,:mod,d_1,d_1,l_3,l_3,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':other-role', ':mod', ':mod', ':mod']"
46,2,7,"<b>Fucked Up</b> is a Canadian hardcore punk band from Toronto, Ontario.","[{'MISC': 'Canadian'}, {'LOC': 'Toronto'}, {'LOC': 'Ontario'}]",DiGraph with 20 nodes and 19 edges,band,city,:source,band,city,:source,b_0,b_0,c2_3,c2_3,"[':material', ':source', ':start']","[0.1, 0.6, 0.3]","[':material', ':source', ':start', ':source', ':material']"
47,2,7,"<b>Fucked Up</b> is a Canadian hardcore punk band from Toronto, Ontario.","[{'MISC': 'Canadian'}, {'LOC': 'Toronto'}, {'LOC': 'Ontario'}]",DiGraph with 20 nodes and 19 edges,band,punk,:mod,band,punk,:mod,b_0,b_0,p_1,p_1,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
48,2,7,"<b>Fucked Up</b> is a Canadian hardcore punk band from Toronto, Ontario.","[{'MISC': 'Canadian'}, {'LOC': 'Toronto'}, {'LOC': 'Ontario'}]",DiGraph with 20 nodes and 19 edges,band,country,:mod,band,country,:mod,b_0,b_0,c_16,c_16,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
49,2,7,"<b>Fucked Up</b> is a Canadian hardcore punk band from Toronto, Ontario.","[{'MISC': 'Canadian'}, {'LOC': 'Toronto'}, {'LOC': 'Ontario'}]",DiGraph with 20 nodes and 19 edges,punk,hardcore,:mod,punk,hardcore,:mod,p_1,p_1,h_2,h_2,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
50,2,9,"<b>John Strong, Jr.</b> (April 7, 1830 – April 2, 1913) was a politician from the U.S. state of Michigan.","[{'PER': 'John Strong, Jr'}, {'LOC': 'U.S'}, {'LOC': 'Michigan'}, {'B_human': 'politician'}, {'PER': 'US'}]",DiGraph with 25 nodes and 24 edges,politician,state,:source,politician,state,:source,p_0,p_0,s_1,s_1,"[':material', ':source', ':start']","[0.1, 0.6, 0.3]","[':start', ':start', ':start', ':source', ':source']"
51,2,10,"Strong, the son of John Strong Sr. (1798–1881), from Wroxton, Oxfordshire, England, was a first generation American born in a log cabin in Greenfield Township, Michigan, which is now part of Detroit.","[{'PER': 'Strong'}, {'PER': 'John Strong Sr'}, {'LOC': 'Wroxton'}, {'LOC': 'Oxfordshire'}, {'LOC': 'England'}, {'MISC': 'American'}, {'LOC': 'Greenfield Township'}, {'LOC': 'Michigan'}, {'LOC': 'Detroit'}, {'B_human': 'son'}]",DiGraph with 55 nodes and 54 edges,person,generation,:mod,person,generation,:mod,p2_0,p2_0,g_19,g_19,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
52,2,10,"Strong, the son of John Strong Sr. (1798–1881), from Wroxton, Oxfordshire, England, was a first generation American born in a log cabin in Greenfield Township, Michigan, which is now part of Detroit.","[{'PER': 'Strong'}, {'PER': 'John Strong Sr'}, {'LOC': 'Wroxton'}, {'LOC': 'Oxfordshire'}, {'LOC': 'England'}, {'MISC': 'American'}, {'LOC': 'Greenfield Township'}, {'LOC': 'Michigan'}, {'LOC': 'Detroit'}, {'B_human': 'son'}]",DiGraph with 55 nodes and 54 edges,person,country,:mod,person,country,:mod,p2_0,p2_0,c2_22,c2_22,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
53,2,11,<b>Teufenbach</b> is a municipality in the district of Murau in the Austrian state of Styria.,"[{'LOC': 'Teufenbach'}, {'LOC': 'Murau'}, {'MISC': 'Austrian'}, {'LOC': 'St'}, {'LOC': 'yria'}]",DiGraph with 18 nodes and 17 edges,district,country-region,:mod,district,country-region,:mod,d_5,d_5,c2_6,c2_6,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
54,2,12,Teufenbach lies in the upper valley of the Mur.,"[{'LOC': 'Teufenbach'}, {'LOC': 'Mu'}]",DiGraph with 11 nodes and 10 edges,valley,river,:mod,valley,river,:mod,v_5,v_5,r_6,r_6,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
55,2,12,Teufenbach lies in the upper valley of the Mur.,"[{'LOC': 'Teufenbach'}, {'LOC': 'Mu'}]",DiGraph with 11 nodes and 10 edges,valley,upper,:mod,valley,upper,:mod,v_5,v_5,u_10,u_10,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
56,2,13,<b>CBHA-FM</b> is a Canadian radio station.,"[{'ORG': 'CBHA'}, {'ORG': 'FM'}, {'MISC': 'Canadian'}]",DiGraph with 10 nodes and 9 edges,station,radio,:mod,station,radio,:mod,s_0,s_0,r_1,r_1,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
57,2,13,<b>CBHA-FM</b> is a Canadian radio station.,"[{'ORG': 'CBHA'}, {'ORG': 'FM'}, {'MISC': 'Canadian'}]",DiGraph with 10 nodes and 9 edges,station,country,:mod,station,country,:mod,s_0,s_0,c_2,c_2,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
58,2,17,"<b>Josefine Krengel</b> is a German football defender, currently playing for Lokomotive Leipzig in the Bundesliga.","[{'PER': 'Josef'}, {'PER': 'ine Krengel'}, {'MISC': 'German'}, {'ORG': 'Lokomotive Leipzig'}, {'MISC': 'Bundesliga'}, {'B_human': 'defender'}]",DiGraph with 24 nodes and 23 edges,person,country,:mod,person,country,:mod,p2_0,p2_0,c_3,c_3,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
59,2,21,"<b>Guy Edward Fletcher</b> (born 24 May 1960 in Maidstone, Kent) is an English multi-instrumentalist, best known for his position as the keyboard player in the rock band Dire Straits from 1984 until the group's dissolution, and his subsequent work with Dire Straits frontman Mark Knopfler.","[{'PER': 'Guy Edward Fletcher'}, {'LOC': 'Maidstone'}, {'LOC': 'Kent'}, {'MISC': 'English'}, {'ORG': 'Dire Straits'}, {'ORG': 'Dire Straits'}, {'PER': 'Mark Knopfler'}, {'B_human': 'player'}, {'B_human': 'frontman'}]",DiGraph with 60 nodes and 59 edges,instrumentalist,country,:mod,instrumentalist,country,:mod,i2_0,i2_0,c_20,c_20,"[':mod', ':other-role']","[0.995, 0.005]","[':mod', ':mod', ':mod', ':mod', ':mod']"
